year,average weight,team
1898,166.6,Cincinnati Reds
1897,178.2,Chicago Colts
1897,175.5,Philadelphia Phillies
1897,174.7,Washington Senators
1897,174.1,New York Giants
1897,174.0,St. Louis Browns
1897,173.5,Pittsburgh Pirates
1897,172.5,Cleveland Spiders
1897,172.5,Louisville Colonels
1897,171.5,Boston Beaneaters
1897,169.3,Cincinnati Reds
1897,168.3,Baltimore Orioles
1897,167.9,Brooklyn Bridegrooms
1896,177.1,Chicago Colts
1896,176.5,New York Giants
1896,175.7,Philadelphia Phillies
1896,173.4,Pittsburgh Pirates
1896,171.6,Washington Senators
1896,171.6,Cleveland Spiders
1896,170.9,St. Louis Browns
1896,169.2,Baltimore Orioles
1896,169.0,Brooklyn Bridegrooms
1896,168.3,Boston Beaneaters
1896,166.9,Cincinnati Reds
1896,165.8,Louisville Colonels
1895,177.0,Chicago Colts
1895,175.7,Philadelphia Phillies
1895,175.0,Cleveland Spiders
1895,172.9,Baltimore Orioles
1895,172.3,Brooklyn Grooms
1895,172.0,Louisville Colonels
1895,171.9,St. Louis Browns
1895,170.1,New York Giants
1895,168.0,Washington Senators
1895,166.8,Cincinnati Reds
1895,165.6,Pittsburgh Pirates
1895,164.4,Boston Beaneaters
1894,174.5,Baltimore Orioles
1894,174.3,Chicago Colts
1894,174.1,Cleveland Spiders
1894,174.0,Louisville Colonels
1894,173.1,Washington Senators
1894,171.6,Brooklyn Grooms
1894,171.3,New York Giants
1894,171.2,Philadelphia Phillies
1894,169.0,Pittsburgh Pirates
1894,168.3,St. Louis Browns
1894,164.9,Boston Beaneaters
1894,163.3,Cincinnati Reds
1893,177.3,Louisville Colonels
1893,175.5,Baltimore Orioles
1893,174.8,Philadelphia Phillies
1893,174.7,Pittsburgh Pirates
1893,174.1,Washington Senators
1893,173.8,Cleveland Spiders
1893,173.2,New York Giants
1893,171.2,Chicago Colts
1893,171.1,St. Louis Browns
1893,169.6,Brooklyn Grooms
1893,169.0,Boston Beaneaters
1893,165.3,Cincinnati Reds
1892,177.9,Philadelphia Phillies
1892,176.4,Pittsburgh Pirates
1892,172.1,Chicago Colts
1892,171.5,Brooklyn Grooms
1892,171.3,Louisville Colonels
1892,171.1,Cleveland Spiders
1892,171.0,Washington Senators
1892,170.7,Cincinnati Reds
1892,170.2,Baltimore Orioles
1892,170.0,St. Louis Browns
1892,169.5,New York Giants
1892,167.7,Boston Beaneaters
1891,178.0,New York Giants
1891,176.8,Pittsburgh Pirates
1891,175.2,Cincinnati Reds
1891,173.9,Washington Statesmen
1891,172.9,Philadelphia Phillies
1891,172.6,Milwaukee Brewers
1891,172.6,Chicago Colts
1891,171.5,Louisville Colonels
1891,171.5,Columbus Solons
1891,171.1,Philadelphia Athletics
1891,170.4,Baltimore Orioles
1891,169.6,Cleveland Spiders
1891,168.1,Boston Beaneaters
1891,167.5,St. Louis Browns
1891,166.9,Cincinnati Kelly's Killers
1891,166.6,Brooklyn Grooms
1891,166.1,Boston Reds
1890,177.1,Pittsburgh Burghers
1890,175.9,New York Giants
1890,174.2,Toledo Maumees
1890,173.7,Chicago Pirates
1890,173.5,Chicago Colts
1890,173.2,Cleveland Spiders
1890,172.8,Baltimore Orioles
1890,171.1,Columbus Solons
1890,170.9,Philadelphia Phillies
1890,169.6,Buffalo Bisons
1890,169.6,St. Louis Browns
1890,169.4,Brooklyn Ward's Wonders
1890,168.8,Brooklyn Bridegrooms
1890,168.5,Louisville Colonels
1890,168.1,Syracuse Stars
1890,167.9,Pittsburg Alleghenys
1890,167.9,Cincinnati Reds
1890,167.6,Philadelphia Athletics
1890,167.4,Cleveland Infants
1890,167.3,Brooklyn Gladiators
1890,167.2,Rochester Broncos
1890,166.6,Boston Reds
1890,166.6,Boston Beaneaters
1889,178.8,Chicago White Stockings
1889,178.4,Columbus Solons
1889,177.7,Philadelphia Quakers
1889,177.6,New York Giants
1889,174.4,Louisville Colonels
1889,172.7,Indianapolis Hoosiers
1889,170.1,Pittsburg Alleghenys
1889,170.0,St. Louis Browns
1889,168.9,Brooklyn Bridegrooms
1889,168.3,Washington Nationals
1889,168.1,Cleveland Spiders
1889,168.0,Cincinnati Red Stockings
1889,167.8,Kansas City Cowboys
1889,167.8,Philadelphia Athletics
1889,167.1,Baltimore Orioles
1889,165.2,Boston Beaneaters
1888,178.9,Chicago White Stockings
1888,178.5,New York Giants
1888,174.1,Pittsburg Alleghenys
1888,173.9,Brooklyn Bridegrooms
1888,173.6,Philadelphia Quakers
1888,171.9,Cleveland Blues
1888,171.4,Indianapolis Hoosiers
1888,170.7,Kansas City Cowboys
1888,170.6,Louisville Colonels
1888,169.6,Detroit Wolverines
1888,169.3,Baltimore Orioles
1888,168.8,St. Louis Browns
1888,168.4,Cincinnati Red Stockings
1888,167.6,Washington Nationals
1888,167.5,Philadelphia Athletics
1888,163.3,Boston Beaneaters
1887,175.3,Pittsburg Alleghenys
1887,174.4,Brooklyn Grays
1887,173.9,Detroit Wolverines
1887,171.8,New York Metropolitans
1887,171.4,New York Giants
1887,171.4,Baltimore Orioles
1887,171.0,Philadelphia Quakers
1887,170.5,Cincinnati Red Stockings
1887,170.0,Philadelphia Athletics
1887,169.6,Chicago White Stockings
1887,169.1,Louisville Colonels
1887,166.5,Cleveland Blues
1887,166.5,Indianapolis Hoosiers
1887,166.1,St. Louis Browns
1887,165.8,Washington Nationals
1887,163.0,Boston Beaneaters
1886,177.7,Brooklyn Grays
1886,177.7,New York Metropolitans
1886,176.9,Chicago White Stockings
1886,174.2,Cincinnati Red Stockings
1886,173.8,Pittsburg Alleghenys
1886,172.5,Philadelphia Quakers
1886,171.6,Detroit Wolverines
1886,171.2,Baltimore Orioles
1886,171.0,St. Louis Maroons
1886,170.5,Philadelphia Athletics
1886,169.9,St. Louis Browns
1886,169.8,Louisville Colonels
1886,169.5,Kansas City Cowboys
1886,169.4,New York Giants
1886,163.5,Boston Beaneaters
1886,160.5,Washington Nationals
1885,176.6,Chicago White Stockings
1885,176.5,Brooklyn Grays
1885,173.4,Louisville Colonels
1885,172.4,Pittsburg Alleghenys
1885,171.8,New York Giants
1885,171.4,Cincinnati Red Stockings
1885,171.0,Baltimore Orioles
1885,170.7,Philadelphia Quakers
1885,169.4,St. Louis Browns
1885,169.4,Providence Grays
1885,169.1,Buffalo Bisons
1885,168.9,Detroit Wolverines
1885,168.9,St. Louis Maroons
1885,168.8,New York Metropolitans
1885,168.1,Philadelphia Athletics
1885,164.7,Boston Beaneaters
1884,177.4,Cleveland Blues
1884,176.4,Cincinnati Red Stockings
1884,175.7,Columbus Buckeyes
1884,174.5,Chicago White Stockings
1884,174.1,St. Louis Maroons
1884,173.7,New York Gothams
1884,173.6,Boston Reds
1884,173.0,Milwaukee Brewers
1884,172.7,Cincinnati Outlaw Reds
1884,171.8,Baltimore Orioles
1884,171.6,New York Metropolitans
1884,171.0,Indianapolis Hoosiers
1884,169.8,Buffalo Bisons
1884,169.6,Louisville Eclipse
1884,169.1,Philadelphia Keystones
1884,168.9,Philadelphia Athletics
1884,168.9,Wilmington Quicksteps
1884,168.9,Philadelphia Quakers
1884,168.5,Brooklyn Atlantics
1884,168.4,Richmond Virginians
1884,168.3,Pittsburg Alleghenys
1884,166.8,Altoona Mountain City
1884,166.3,St. Louis Browns
1884,165.8,Chicago/Pittsburgh (Union League)
1884,165.7,Washington Nationals
1884,164.9,Kansas City Cowboys
1884,164.6,Detroit Wolverines
1884,164.3,Toledo Blue Stockings
1884,164.1,Baltimore Monumentals
1884,161.7,Boston Beaneaters
1884,161.6,Providence Grays
1884,160.9,St. Paul White Caps
1883,184.7,New York Metropolitans
1883,179.5,Chicago White Stockings
1883,178.8,New York Gothams
1883,175.6,Columbus Buckeyes
1883,174.7,Cleveland Blues
1883,174.3,Louisville Eclipse
1883,172.5,Buffalo Bisons
1883,172.3,Cincinnati Red Stockings
1883,171.3,Pittsburg Alleghenys
1883,171.0,Baltimore Orioles
1883,170.9,Philadelphia Quakers
1883,169.7,Boston Beaneaters
1883,168.2,St. Louis Browns
1883,164.7,Detroit Wolverines
1883,164.7,Philadelphia Athletics
1883,164.2,Providence Grays
1882,181.8,Troy Trojans
1882,175.9,Cleveland Blues
1882,175.2,Pittsburg Alleghenys
1882,173.8,Chicago White Stockings
1882,173.7,Buffalo Bisons
1882,172.9,Louisville Eclipse
1882,170.5,Cincinnati Red Stockings
1882,169.7,Worcester Ruby Legs
1882,168.6,Philadelphia Athletics
1882,167.7,Detroit Wolverines
1882,163.2,St. Louis Brown Stockings
1882,162.8,Providence Grays
1882,162.8,Baltimore Orioles
1882,161.0,Boston Red Caps
1881,178.4,Cleveland Blues
1881,175.6,Troy Trojans
1881,175.1,Chicago White Stockings
1881,174.1,Buffalo Bisons
1881,171.7,Detroit Wolverines
1881,165.5,Worcester Ruby Legs
1881,164.7,Providence Grays
1881,160.3,Boston Red Caps
1880,174.2,Troy Trojans
1880,171.7,Chicago White Stockings
1880,169.4,Boston Red Caps
1880,168.8,Cleveland Blues
1880,167.9,Providence Grays
1880,167.7,Cincinnati Reds
1880,164.6,Buffalo Bisons
1880,161.5,Worcester Ruby Legs
1879,182.4,Chicago White Stockings
1879,168.8,Syracuse Stars
1879,168.1,Troy Trojans
1879,167.9,Providence Grays
1879,166.9,Cleveland Blues
1879,165.8,Buffalo Bisons
1879,163.7,Boston Red Caps
1879,163.6,Cincinnati Reds
1878,173.8,Indianapolis Blues
1878,172.1,Chicago White Stockings
1878,170.3,Milwaukee Grays
1878,164.5,Cincinnati Reds
1878,164.0,Providence Grays
1878,161.4,Boston Red Caps
1877,172.7,Chicago White Stockings
1877,165.7,Louisville Grays
1877,164.9,St. Louis Brown Stockings
1877,164.8,Boston Red Caps
1877,162.5,Hartford Dark Blues
1877,161.2,Cincinnati Reds
1876,174.9,Chicago White Stockings
1876,168.1,Louisville Grays
1876,165.4,Cincinnati Reds
1876,162.4,St. Louis Brown Stockings
1876,161.6,New York Mutuals
1876,160.1,Hartford Dark Blues
1876,158.3,Boston Red Caps
1876,157.1,Philadelphia Athletics
1875,167.3,Keokuk Westerns
1875,163.8,New Haven Elm Citys
1875,163.7,Chicago White Stockings
1875,163.4,Philadelphia Centennials
1875,163.3,New York Mutuals
1875,163.1,Philadelphia Athletics
1875,163.0,St. Louis Red Stockings
1875,162.1,Brooklyn Atlantics
1875,161.8,Boston Red Stockings
1875,161.2,St. Louis Brown Stockings
1875,160.5,Hartford Dark Blues
1875,160.3,Philadelphia Whites
1875,157.2,Washington Nationals
1874,170.0,Hartford Dark Blues
1874,161.6,Philadelphia Athletics
1874,160.7,Chicago White Stockings
1874,160.6,Brooklyn Atlantics
1874,159.0,Boston Red Stockings
1874,158.9,Baltimore Canaries
1874,158.8,Philadelphia Whites
1874,158.8,New York Mutuals
1873,173.5,Brooklyn Atlantics
1873,165.8,Philadelphia Athletics
1873,161.2,New York Mutuals
1873,161.0,Boston Red Stockings
1873,160.5,Washington Blue Legs
1873,158.5,Philadelphia Whites
1873,157.1,Elizabeth Resolutes
1873,153.7,Baltimore Marylands
1873,151.3,Baltimore Canaries
1872,171.3,Middletown Mansfields
1872,169.1,New York Mutuals
1872,166.4,Washington Nationals
1872,164.4,Brooklyn Atlantics
1872,162.5,Cleveland Forest Citys
1872,159.9,Philadelphia Athletics
1872,158.5,Boston Red Stockings
1872,156.3,Troy Haymakers
1872,154.2,Baltimore Canaries
1872,153.1,Brooklyn Eckfords
1872,152.9,Washington Olympics
1871,165.8,Rockford Forest Citys
1871,159.9,New York Mutuals
1871,158.8,Chicago White Stockings
1871,156.4,Boston Red Stockings
1871,156.1,Cleveland Forest Citys
1871,154.9,Washington Olympics
1871,154.8,Philadelphia Athletics
1871,154.4,Troy Haymakers
1871,153.5,Fort Wayne Kekiongas
